EMPLID,Name,AcademicPlan,Grad Year
2188715,"efcvx,pbmkx",F100-2208,20-21
7847692,"inqhy,nuniy",F100-2208,19-20
2311513,"pluut,fzutn",F100-2208,19-20
1395906,"cvitb,fteyz",F100-2208,20-21
4286082,"amwkt,jxzkc",F100-2208,19-20
2440619,"dmxij,zvghw",F100-2208,19-20
8841323,"kgapc,vdqoi",F100-2208,19-20
1752329,"fdagz,leyki",F100-2208,19-20
0642055,"oocyp,xtior",F100-2208,20-21
8732549,"mejrv,bistk",F100-2208,19-20
5478132,"dcxnt,uilrp",F100-2208,19-20
7666794,"svzoo,chvhr",F100-2208,20-21
0153260,"rrobb,kqmvi",F100-2208,20-21
8874174,"klfjs,kbtsn",F100-2208,20-21
2608899,"tthkw,fxpej",F100-2208,19-20
9428236,"ymjgt,xgmim",F100-2208,20-21
9326084,"wqteq,vwntn",F100-2208,20-21
4958767,"ctxqk,ycsak",F100-2208,20-21
0764711,"sagij,wfrtw",F100-2208,20-21
2267539,"rrctb,yyobk",F100-2208,19-20
8496945,"gdyft,wweul",F100-2208,20-21
3117842,"wyjyi,recvp",F100-2208,19-20
8306934,"jcrwp,ypkfl",F100-2208,20-21
7937758,"xmaem,ogvsw",F100-2208,19-20
0609592,"fjnkg,bdufd",F100-2208,19-20
3589270,"fzgod,ytwcu",F100-2208,20-21
9334827,"xmaxr,xldzs",F100-2208,20-21
3194141,"eqsta,wuaua",F100-2208,19-20
1772744,"kxuik,guxzl",F100-2208,19-20
9161371,"rvvmx,wsnsh",F100-2208,20-21
3040531,"twzrq,ppndz",F100-2208,19-20
6607286,"gdupo,xzfui",F100-2208,19-20
4611204,"pzqbs,pzwem",F100-2208,20-21
4609840,"xezha,yfdya",F100-2208,20-21
7349495,"tohdy,rnxqn",F100-2208,19-20
5295123,"ittko,txnpv",F100-2208,19-20
5896455,"fsomk,fmwgc",F100-2208,19-20
2433024,"fyxxx,grydc",F100-2208,19-20
9377614,"jjpaj,ixcjy",F100-2208,19-20
4876931,"snzdk,qqqee",F100-2208,19-20
7784335,"ducmn,wgypu",F100-2208,20-21
1084382,"jgfwx,tokqt",F100-2208,19-20
3880781,"yninu,oxkst",F100-2208,20-21
0617776,"lethp,qgbit",F100-2208,19-20
2156296,"fwbbe,hetks",F100-2208,20-21
4858909,"hywhh,qkszz",F100-2208,20-21
3640697,"hzhve,tndul",F100-2208,20-21
6965220,"pcgpu,ewqaq",F100-2208,20-21
6514703,"iahfa,gfkac",F100-2208,19-20
2510515,"kbsdx,kxgjj",F100-2208,20-21
8606686,"jzkpf,yczca",F100-2208,20-21
0703419,"mnvio,pmmif",F100-2208,19-20
5109952,"simif,rribk",F100-2208,20-21
2491435,"oogwm,iylff",F100-2208,20-21
0412150,"chbmi,vtnkj",F100-2208,19-20
6991203,"nkvuv,zfpql",F100-2208,19-20
9709360,"uuxdv,omjyv",F100-2208,19-20
6473578,"umnua,canfy",F100-2208,20-21
7101906,"ylzpu,fqplq",F100-2208,19-20
0640198,"wcjgu,steaw",F100-2208,19-20
6831942,"vosik,vimdp",F100-2208,20-21
9577404,"pqmwn,wigsx",F100-2208,19-20
2324999,"feizf,wsrff",F100-2208,19-20
9421844,"easca,qpnol",F100-2208,19-20
9076561,"nuwpf,tztnv",F100-2208,20-21
4249041,"gaazc,dochj",F100-2208,20-21
2060477,"debma,mqhgn",F100-2208,20-21
1748867,"lhvvu,jvxig",F100-2208,19-20
2318140,"oxqlh,iwpmu",F100-2208,19-20
4330526,"ikgzx,diaom",F100-2208,19-20
3533746,"dtrir,eggng",F100-2208,19-20
9802921,"qyeva,ejbnp",F100-2208,19-20
1759820,"mwpgi,ijxro",F100-2208,19-20
1078817,"knfzj,knoim",F100-2208,19-20
0917170,"xdeni,hnfgf",F100-2208,19-20
9498596,"pmeff,ppwxj",F100-2208,19-20
2719328,"srauh,clizs",F100-2208,20-21
7580299,"lhjfa,mgrul",F100-2208,19-20
7167820,"irmzn,zmtop",F100-2208,19-20
0644488,"gfmdb,asqhk",F100-2208,20-21
6801341,"iixeh,pnupf",F100-2208,19-20
1655448,"rbcam,fqgit",F100-2208,19-20
9499167,"kzvqd,xzvzf",F100-2208,20-21
2422541,"napda,hjxys",F100-2208,20-21
2383225,"xjezr,wiwwk",F100-2208,20-21
4463584,"zyesm,gwhdl",F100-2208,19-20
9165612,"qpmuw,cmdhl",F100-2208,20-21
5124091,"oiohy,dzttx",F100-2208,20-21
8718211,"dmrdf,xtvwk",F100-2208,20-21
1860680,"jfgyd,kcryb",F100-2208,19-20
0261525,"ailny,xxmgz",F100-2208,20-21
6914027,"blycv,pheoy",F100-2208,20-21
3024737,"bbfbu,zeijl",F100-2208,20-21
8935174,"gibul,xsanq",F100-2208,20-21
2086688,"dbvix,igsbk",F100-2208,20-21
6636598,"yvcqn,zyxgw",F100-2208,20-21
4567702,"ofyny,kypxh",F100-2208,19-20
0731962,"sxjfh,eziwg",F100-2208,20-21
7032685,"olbhw,geamh",F100-2208,20-21
5266481,"nfimc,acdsf",F100-2208,20-21
4445257,"tnqca,yyaie",F100-2208,20-21
2229314,"yoyby,wgvyo",F100-2208,19-20
8626010,"pvoli,ykfkk",F100-2208,19-20
0606211,"atlby,qsjdh",F100-2208,19-20
3824793,"grenu,mwewm",F100-2208,19-20
1299486,"qleuy,ypiwp",F100-2208,20-21
1864129,"akvlr,btnmk",F100-2208,20-21
5742587,"ppewb,veglf",F100-2208,20-21
9934907,"ouksw,nzbdy",F100-2208,20-21
6344869,"sljry,gjzcb",F100-2208,20-21
2870860,"xayan,ujmuk",F100-2208,19-20
3010194,"duqce,zobdl",F100-2208,19-20
0179702,"ztolc,sgont",F100-2208,19-20
3301521,"hiimn,bqsmf",F100-2208,20-21
3458234,"mnjpj,bdrtc",F100-2208,20-21
2991907,"xvaij,efpie",F100-2208,19-20
6812230,"juyaf,itlbs",F100-2208,19-20
5430291,"grukw,pimyf",F100-2208,19-20
7393708,"ynzvk,mynix",F100-2208,19-20
2416770,"fgbxa,syhkz",F100-2208,20-21
5977905,"ynxzc,mhicl",F100-2208,19-20
2350714,"uabrb,aemlg",F100-2208,20-21
3224968,"amxba,uwrbt",F100-2208,19-20
4047335,"lobfo,udcxv",F100-2208,19-20
4597252,"tayub,vhlww",F100-2208,19-20
7948215,"aqrxe,sznji",F100-2208,19-20
5203759,"bbyqu,yhyku",F100-2208,19-20
1103817,"lmsjd,urvtg",F100-2208,20-21
6263907,"iqzjl,axdhk",F100-2208,20-21
6918090,"qycwp,biaym",F100-2208,20-21
4220060,"bkmwp,hzywz",F100-2208,19-20
7718536,"tjtfn,uimfx",F100-2208,20-21
0016847,"auqxz,snisb",F100-2208,20-21
6689392,"rwzat,jdtcv",F100-2208,20-21
6613772,"sttqi,jbzgz",F100-2208,19-20
4120041,"ejojl,swgpd",F100-2208,20-21
7120533,"gabwj,qkmhv",F100-2208,20-21
7954657,"qffos,anlyj",F100-2208,19-20
2248386,"ianql,fnmlf",F100-2208,20-21
6959472,"eqamb,vgdde",F100-2208,19-20
1525387,"qhjfc,aobze",F100-2208,19-20
6295267,"zyoci,bjpye",F100-2208,20-21
1085696,"qmped,dqmwz",F100-2208,20-21
7343517,"yhqvc,kmgct",F100-2208,19-20
5420772,"zurum,whhzw",F100-2208,20-21
2277568,"rybuw,biyda",F100-2208,20-21
7576539,"scxzl,dzgdv",F100-2208,19-20
4273420,"tjqmz,zruar",F100-2208,20-21
2660926,"rqdfm,mmoas",F100-2208,19-20
3263259,"lqzok,geboz",F100-2208,19-20
5851714,"gjfjr,zrlvy",F100-2208,20-21
1982080,"ofxud,esieg",F100-2208,20-21
1410714,"sqiwg,kosxe",F100-2208,20-21
9501207,"yqteh,ycbxk",F100-2208,19-20
0899468,"jlhyp,dxduo",F100-2208,20-21
6980909,"chfcq,ysqfq",F100-2208,19-20
5251354,"fnunu,yziee",F100-2208,20-21
6168042,"dstsx,pbblb",F100-2208,20-21
8246065,"ogfwl,zmmvr",F100-2208,20-21
5713412,"xzwkx,gcocp",F100-2208,19-20
0619352,"owumj,vpnjg",F100-2208,20-21
0435197,"isehl,gynzn",F100-2208,20-21
3653354,"ebeun,fhhui",F100-2208,19-20
5038988,"wkkaw,xsbla",F100-2208,19-20
4423544,"fkhha,lxvaz",F100-2208,20-21
0924464,"uvszp,xhmuu",F100-2208,20-21
7938878,"kqfyp,tdpqo",F100-2208,20-21
6998633,"mlyjt,ccjwk",F100-2208,20-21
2501482,"eadek,fqfnl",F100-2208,19-20
7356368,"rwvui,xorpn",F100-2208,19-20
4847555,"dgayj,horwq",F100-2208,19-20
1427328,"lafrf,bnwtw",F100-2208,19-20
9549106,"tqsdu,vrslr",F100-2208,20-21
3312973,"oiifd,rksdi",F100-2208,20-21
1653477,"skgpz,qyght",F100-2208,20-21
0087596,"vqeje,sxajt",F100-2208,19-20
3223342,"oqbuj,kheta",F100-2208,19-20
6360799,"qvwvu,qtgow",F100-2208,20-21
5873333,"gwxcm,qanke",F100-2208,20-21
8844386,"alsmz,jfdvt",F100-2208,19-20
5760048,"foxxm,darvr",F100-2208,20-21
3789011,"rrvys,kpqhp",F100-2208,20-21
7818374,"hiinw,tmghv",F100-2208,19-20
5238074,"afahf,tradx",F100-2208,19-20
8437274,"qmtge,mnikm",F100-2208,20-21
4706406,"gnhta,jzhng",F100-2208,20-21
2394467,"ztipr,fxghe",F100-2208,19-20
8278970,"jpxhj,ukiua",F100-2208,19-20
3881477,"zxbjl,kkznh",F100-2208,19-20
5989553,"idyje,bugxz",F100-2208,20-21
9936738,"qiout,bqoxa",F100-2208,19-20
3000104,"rkuwr,gaeyq",F100-2208,19-20
1983459,"pykjq,wdgam",F100-2208,19-20
5736121,"temla,mbhhe",F100-2208,20-21
0261639,"xcmwa,fxidt",F100-2208,20-21
4148891,"aydpm,qbfba",F100-2208,20-21
8778468,"mbzbo,rbjkd",F100-2208,20-21
6088759,"nzfeq,uswcx",F100-2208,19-20
4618492,"alegn,gdhmz",F100-2208,20-21
6871347,"nwybb,iuclf",F100-2208,19-20
1409773,"jcrky,wgvwx",F100-2208,20-21
9736508,"qulrb,ikxqa",F100-2208,19-20
8293444,"hllyn,ytvmt",F100-2208,20-21
5477831,"unrsf,nxbcx",F100-2208,19-20
0440920,"ymntx,wuwox",F100-2208,19-20
7901033,"dugqo,upsjs",F100-2208,20-21
2613539,"jwgmo,zunda",F100-2208,19-20
8160521,"kygwn,kjkae",F100-2208,20-21
7162573,"ifkqu,gupok",F100-2208,20-21
2030290,"dqxke,hsubu",F100-2208,19-20
5300940,"vhiyb,yaoft",F100-2208,20-21
6145112,"lvwio,fivgn",F100-2208,20-21
2738630,"pkgyo,hivma",F100-2208,19-20
1275616,"ymxzn,pmkuv",F100-2208,19-20
9681965,"npyal,bdetx",F100-2208,19-20
6395973,"enris,ibusu",F100-2208,20-21
8449475,"vgcqr,sisiy",F100-2208,20-21
6542382,"vvaen,srevi",F100-2208,19-20
6944777,"txpdl,meoqj",F100-2208,20-21
0545573,"cslkc,wphiw",F100-2208,20-21
5876490,"eqilu,jnayc",F100-2208,19-20
5068203,"lzjrd,cyozn",F100-2208,19-20
8387833,"dneri,auwug",F100-2208,20-21
1494437,"kputr,pvlgp",F100-2208,20-21
9277369,"zlzxd,epgmr",F100-2208,19-20
5408693,"myggq,huwft",F100-2208,20-21
5733983,"plhvw,yhube",F100-2208,20-21
8021310,"zttdu,hyywc",F100-2208,20-21
4275404,"jvjak,zjogp",F100-2208,19-20
5781173,"idfcc,mftpx",F100-2208,20-21
7112994,"mxyig,esgcp",F100-2208,20-21
0744951,"ipzey,aqljj",F100-2208,19-20
7404896,"nrxvc,eibud",F100-2208,20-21
9419923,"kanyx,woofw",F100-2208,20-21
3718588,"uzcgb,btods",F100-2208,19-20
5490489,"ocmiz,rffsf",F100-2208,19-20
7774597,"uxcwz,jzhgu",F100-2208,20-21
0523595,"zisnr,ujbzr",F100-2208,20-21
7980958,"dbvwk,regsj",F100-2208,20-21
3514947,"ddbly,lyjnm",F100-2208,20-21
3761462,"ajlly,ovmxa",F100-2208,20-21
0869605,"axdnk,nyjrm",F100-2208,20-21
2734264,"aekpb,wjprq",F100-2208,19-20
2584726,"psrhd,oyivj",F100-2208,20-21
7349259,"rhows,ungaw",F100-2208,19-20
1269861,"hbjuy,rekal",F100-2208,20-21
1191205,"moneg,belfo",F100-2208,20-21
0011755,"kwino,mtuhi",F100-2208,19-20
0900975,"uxswy,iatim",F100-2208,20-21
6871437,"qfpqv,nfrbi",F100-2208,20-21
8539591,"xjars,gfoor",F100-2208,20-21
1807645,"xejhi,jwcud",F100-2208,19-20
1350947,"lsmjp,hwabw",F100-2208,20-21
8634991,"rnkru,ndnim",F100-2208,20-21
0355891,"tkcvi,didxy",F100-2208,19-20
5722801,"bkdoi,wrpdv",F100-2208,19-20
3430303,"vcgzr,annnh",F100-2208,19-20
1764493,"hkuea,uxwot",F100-2208,19-20
9788362,"popto,ieqek",F100-2208,19-20
9552160,"mgisw,szzpb",F100-2208,20-21
6278387,"stiwx,hqhbt",F100-2208,19-20
2661721,"qojuh,oidwl",F100-2208,20-21
8229023,"hsqvc,rrngd",F100-2208,19-20
0617311,"qydzb,knubx",F100-2208,19-20
6423656,"jmple,bigjv",F100-2208,20-21
5957905,"qutaz,hkzid",F100-2208,19-20
4572766,"jxwyh,qhujn",F100-2208,20-21
4741215,"gplyr,hlpiq",F100-2208,20-21
1178079,"hcjio,orzyw",F100-2208,20-21
9847015,"utcjs,gzxwd",F100-2208,19-20
9160318,"yxmow,zlhlb",F100-2208,20-21
8659995,"ikrca,bbsah",F100-2208,20-21
4118817,"mmbad,tikqe",F100-2208,19-20
5764016,"dvprp,vmsbh",F100-2208,19-20
7481990,"hyasg,vdgzw",F100-2208,19-20
9517314,"nowmi,dzmni",F100-2208,19-20
3925650,"aiqdy,gnufd",F100-2208,20-21
5919779,"boddw,jimqv",F100-2208,19-20
4631033,"dyrhz,uieii",F100-2208,19-20
0027837,"loymf,njsnl",F100-2208,19-20
0246504,"mznxt,iquzn",F100-2208,20-21
1638070,"jxhky,iujja",F100-2208,19-20
8241969,"mmegn,qhvmx",F100-2208,20-21
5986685,"pomam,uegio",F100-2208,20-21
6058796,"dndty,sikre",F100-2208,20-21
3662902,"xswxz,tgfju",F100-2208,20-21
2343625,"wvvqs,nykhw",F100-2208,19-20
7305165,"enxps,pasbh",F100-2208,20-21
5160306,"eklss,kwpev",F100-2208,20-21
6079665,"wgbpq,hinzx",F100-2208,20-21
5883006,"cgyfo,vdudq",F100-2208,19-20
2913544,"uzymk,mlarb",F100-2208,19-20
2414020,"wrhwk,kaadw",F100-2208,19-20
0435986,"sdron,vlyqf",F100-2208,19-20
2178763,"myvdd,loxfo",F100-2208,20-21
7350986,"dfpvs,thoon",F100-2208,19-20
3547405,"wawyk,mmqrl",F100-2208,19-20
6135951,"lqrnu,mgrur",F100-2208,19-20
9081106,"hqrnx,kjhgh",F100-2208,19-20
4548839,"wczop,kaukm",F100-2208,19-20
5194574,"gtrth,enjny",F100-2208,20-21
9083208,"uoiyl,cwtsk",F100-2208,19-20
4566289,"pzhyi,jntau",F100-2208,19-20
3588158,"ykhix,aurll",F100-2208,20-21
5011682,"iazmb,dvfmw",F100-2208,19-20
3975018,"stbwg,shpyp",F100-2208,20-21
6497906,"oebrs,uylck",F100-2208,20-21
6078307,"kamld,cvjgp",F100-2208,19-20
9765249,"bddid,xtkon",F100-2208,20-21
6216891,"yrjzp,uoekj",F100-2208,20-21
3743979,"bumxj,yjccb",F100-2208,20-21
5253456,"wxovx,shgwi",F100-2208,19-20
1913942,"loymg,fyebu",F100-2208,19-20
6513661,"wnbnn,crclc",F100-2208,19-20
2813937,"dbzbk,yfvba",F100-2208,20-21
3674823,"xjbdh,tsart",F100-2208,20-21
4673638,"kljls,xzlxz",F100-2208,20-21
3528321,"yfslo,gvjix",F100-2208,19-20
7835307,"huwzd,feuvt",F100-2208,20-21
6716842,"ksdmn,tfght",F100-2208,19-20
7993441,"eiixr,inxou",F100-2208,19-20
6986523,"ivybp,loolr",F100-2208,19-20
8759686,"wsasc,ougtj",F100-2208,19-20
3157194,"paoev,nqabs",F100-2208,20-21
7904868,"gjsyt,ywavu",F100-2208,20-21
1862986,"tmkxj,bvbyb",F100-2208,19-20
9780193,"cgvpv,sinxf",F100-2208,19-20
7054820,"jhkkn,jrwde",F100-2208,19-20
1464197,"nrnfx,jbvdy",F100-2208,20-21
6367665,"pykom,jwhyd",F100-2208,20-21
6251057,"odxiy,mpigj",F100-2208,20-21
9215649,"tumwj,xhced",F100-2208,19-20
2388187,"dtvim,kmqju",F100-2208,19-20
5366801,"ichpn,bjzwz",F100-2208,19-20
4142566,"wplro,nnjnf",F100-2208,20-21
0124247,"zbaoq,mvoty",F100-2208,19-20
0288855,"veptd,qydvf",F100-2208,19-20
7046243,"ijwst,cctko",F100-2208,19-20
0348101,"blvru,nufkl",F100-2208,19-20
7364137,"thzqw,zaaya",F100-2208,19-20
1921462,"eauvc,jozik",F100-2208,19-20
0521813,"qbjai,coggu",F100-2208,19-20
6966074,"mciil,xhnif",F100-2208,19-20
2874053,"wyuwo,swgqb",F100-2208,19-20
8803082,"plkvl,mvann",F100-2208,20-21
4120287,"iekbw,qsnir",F100-2208,20-21
9224919,"ezyqa,kilbc",F100-2208,19-20
5364516,"wzhiz,ltcrq",F100-2208,20-21
5538588,"dlzrr,wrhss",F100-2208,20-21
9874261,"eudpp,gpdkw",F100-2208,20-21
6567246,"uszdm,qvacw",F100-2208,19-20
7618109,"fidba,mrsnn",F100-2208,19-20
2895258,"hxwqr,alepj",F100-2208,20-21
8798205,"ntcah,cuzgj",F100-2208,20-21
7049658,"fwikh,vwtbo",F100-2208,20-21
5835146,"osfnv,vziwb",F100-2208,19-20
4797698,"wvsip,tkjph",F100-2208,20-21
6376933,"xzdot,xzqzn",F100-2208,20-21
5825869,"miwgs,tvlqs",F100-2208,20-21
4500094,"ekjcr,obles",F100-2208,19-20
3324828,"akqvd,eefoo",F100-2208,19-20
1422362,"xjnef,yldni",F100-2208,19-20
4226686,"ikrea,kffjq",F100-2208,19-20
9408887,"siysy,yjmkf",F100-2208,19-20
3429907,"zbgja,nolqg",F100-2208,20-21
0180142,"bziix,tqsgv",F100-2208,20-21
7144143,"azttk,tgwbn",F100-2208,19-20
9960686,"lqkrl,vdtvf",F100-2208,19-20
0916695,"jfusw,qalal",F100-2208,20-21
1817206,"wszjf,avsmf",F100-2208,19-20
4697443,"nywaw,adzvw",F100-2208,19-20
9941519,"sqoer,czhum",F100-2208,20-21
3158088,"qgvjs,xvlft",F100-2208,20-21
0046939,"eetxy,mlctp",F100-2208,20-21
6386379,"wqrvs,asvak",F100-2208,20-21
6444755,"nrefw,ztgrm",F100-2208,19-20
4518278,"kcnqh,skeby",F100-2208,20-21
0323034,"qhhpy,cqnzx",F100-2208,19-20
2665869,"hamoh,wgstz",F100-2208,19-20
8746863,"pyvpx,lwrks",F100-2208,20-21
9640311,"inbbe,vzton",F100-2208,20-21
4411209,"fgnjl,tfzve",F100-2208,20-21
9174005,"bjztb,jqpgy",F100-2208,19-20
1288334,"gwoha,pawxw",F100-2208,19-20
0627704,"rbpdc,nyvfs",F100-2208,20-21
3601010,"szxrj,kmzom",F100-2208,20-21
3270231,"wshpg,jledp",F100-2208,20-21
1516696,"kgrrn,yrcvr",F100-2208,19-20
6232700,"rtpoh,zoibd",F100-2208,20-21
7772556,"ofbeh,ypznz",F100-2208,20-21
8491088,"xcsqc,eaibg",F100-2208,20-21
2109523,"badwv,yxehh",F100-2208,19-20
2800908,"jbntz,euhio",F100-2208,19-20
1540069,"uvvgg,wkwcv",F100-2208,19-20
4691536,"sqvra,mbuqn",F100-2208,20-21
0413104,"jilbq,ipzsw",F100-2208,19-20
9811286,"befoa,btfeq",F100-2208,19-20
1303822,"shwsm,lnzcf",F100-2208,19-20
0106413,"yctkb,ynnfh",F100-2208,20-21
5210653,"qpfzd,tdifs",F100-2208,19-20
1505355,"ihjou,nosyb",F100-2208,19-20
7132806,"vjxnb,mqdgr",F100-2208,19-20
8348928,"vdmpp,qcpgw",F100-2208,19-20
2747567,"nfuet,txjqs",F100-2208,19-20
0144505,"ltoue,flvzj",F100-2208,19-20
2218942,"qvbwj,kcdzg",F100-2208,19-20
0861181,"qptre,vivph",F100-2208,20-21
9264616,"qdkiv,natjk",F100-2208,19-20
3606397,"hqbwg,nhjji",F100-2208,19-20
6286415,"oreat,owwnh",F100-2208,20-21
9069971,"ycngo,lbwnb",F100-2208,19-20
4441687,"jdxia,ohxlg",F100-2208,19-20
4733349,"ydfba,xdzih",F100-2208,20-21
9178476,"lcgti,oilko",F100-2208,19-20
7424783,"gwfkl,imtqj",F100-2208,20-21
0604195,"okyqf,wbatu",F100-2208,20-21
1434630,"lrmam,jytre",F100-2208,19-20
7435649,"lgbeb,nukme",F100-2208,19-20
2562867,"upxqx,xxhnb",F100-2208,19-20
6555770,"xwbeg,wsvpl",F100-2208,19-20
3424192,"xezxr,pxarq",F100-2208,20-21
6999353,"jgusu,bxday",F100-2208,19-20
1153253,"zpmdz,xrncf",F100-2208,20-21
1103849,"yjuzb,fjygn",F100-2208,19-20
6166024,"gfhsp,xjebe",F100-2208,19-20
2255708,"ynoue,boadf",F100-2208,20-21
6288411,"iphpy,uxtgb",F100-2208,20-21
7588085,"qhhpw,acmkz",F100-2208,19-20
3026783,"roedq,uqyjg",F100-2208,19-20
2153400,"roqlk,erfpi",F100-2208,19-20
4044099,"mtfwy,otocm",F100-2208,19-20
6809644,"wjwvc,wjgnj",F100-2208,20-21
2006350,"paoht,ehxrf",F100-2208,19-20
2334849,"dilcq,pyjxm",F100-2208,20-21
3908886,"sxpqu,hfmgk",F100-2208,20-21
9847531,"pizea,rwmfr",F100-2208,20-21
5872333,"lvivz,hifmu",F100-2208,20-21
4299783,"zssok,turoq",F100-2208,19-20
1867444,"rklul,gogkk",F100-2208,19-20
9734649,"sraqa,tupjf",F100-2208,19-20
0460962,"vckvx,hwekr",F100-2208,19-20
2823493,"hcvaz,owfwa",F100-2208,20-21
7034539,"ulado,aaopz",F100-2208,19-20
6683443,"gjzps,bdkuc",F100-2208,20-21
7793439,"uyxjz,unazd",F100-2208,19-20
2587326,"kdamn,yxykx",F100-2208,20-21
7126621,"pknqt,aifcs",F100-2208,20-21
6828059,"mwvzi,lezsp",F100-2208,20-21
8148110,"feife,slazt",F100-2208,19-20
5623226,"hkocc,eudod",F100-2208,20-21
9651885,"omemp,mrdzk",F100-2208,20-21
6244241,"pulrm,bpyqn",F100-2208,20-21
2102100,"vtbdd,xdclp",F100-2208,19-20
4031151,"zpwlg,supbu",F100-2208,20-21
9978844,"mtlbl,aieob",F100-2208,20-21
1530476,"tkdim,tylfa",F100-2208,20-21
4789330,"pipxl,fhyhc",F100-2208,20-21
1197856,"toshw,cbyha",F100-2208,19-20
7666714,"fdsli,vbwqj",F100-2208,20-21
9389990,"pfmtk,enzxz",F100-2208,20-21
3263243,"rrbqf,nhiqe",F100-2208,19-20
6094106,"yajmn,utxqq",F100-2208,20-21
2969073,"kaaef,eqref",F100-2208,19-20
9091612,"efegm,ruzjn",F100-2208,19-20
0868215,"xmtzd,fqapc",F100-2208,20-21
0957390,"unkoo,vlavy",F100-2208,19-20
6573937,"kplcr,dmbov",F100-2208,19-20
6456289,"umukb,seqxs",F100-2208,20-21
5297440,"bwjol,xhpic",F100-2208,20-21
5206274,"xakvh,ohsfn",F100-2208,19-20
4163670,"hcqtn,cxzwy",F100-2208,20-21
6170339,"xszhf,npwjr",F100-2208,20-21
0921061,"soxxx,phjrw",F100-2208,19-20
6620891,"mjeie,swjyc",F100-2208,20-21
6468113,"qkuwc,znbdk",F100-2208,19-20
5395524,"lvwwu,aqnrx",F100-2208,19-20
9873026,"ttiep,yfabx",F100-2208,19-20
3820078,"hqtzp,qjjaw",F100-2208,19-20
8985175,"bhgnf,fryct",F100-2208,19-20
9734780,"hnkcd,hkesf",F100-2208,19-20
3734847,"ewnnx,fabdv",F100-2208,20-21
6391360,"rsmad,vsocc",F100-2208,19-20
6256009,"oehbs,uiost",F100-2208,19-20
7649599,"oayck,zsucl",F100-2208,20-21
6531717,"bqvpi,vdhlx",F100-2208,20-21
9254959,"ateib,jhsxq",F100-2208,20-21
4471032,"tyotz,hnoww",F100-2208,20-21
4647456,"wsmuo,mfwey",F100-2208,19-20
3861697,"ascup,jikfd",F100-2208,20-21
8804708,"nrazu,lqwef",F100-2208,19-20
9653807,"pxphu,cwqlu",F100-2208,20-21
0071484,"iccrm,byifv",F100-2208,20-21
6075375,"xekyk,axkuh",F100-2208,19-20
3671483,"mcizr,ynjam",F100-2208,19-20
0766608,"rdsmm,vxjyz",F100-2208,19-20
5888873,"yocqi,vhmxq",F100-2208,19-20
6188020,"ipqqj,ecema",F100-2208,20-21
7718476,"hdrzz,rxewb",F100-2208,19-20
5913998,"dcyfw,ulgah",F100-2208,20-21
4197748,"rnhci,midoh",F100-2208,19-20
1948779,"rccdj,tlvon",F100-2208,19-20
8548051,"iemhp,atsfw",F100-2208,20-21
1086217,"acdcp,fywga",F100-2208,20-21
6534443,"pvrwb,jrvqo",F100-2208,20-21
7164709,"yhrne,mzppl",F100-2208,20-21
6174069,"rvnlk,tbyfa",F100-2208,20-21
6914293,"pdabb,aoqgw",F100-2208,19-20
5112297,"axiwg,aipqt",F100-2208,19-20
2441764,"kxgxu,lucka",F100-2208,19-20
2410688,"qzxtm,qyhnr",F100-2208,20-21
1206777,"qkbeq,pbraj",F100-2208,19-20
5037189,"tmais,taidd",F100-2208,20-21
4686978,"omwoj,ieqiz",F100-2208,20-21
6775382,"ddqvb,nluvq",F100-2208,20-21
1335529,"midgv,nnyfy",F100-2208,20-21
1466681,"hxkxa,qjqvs",F100-2208,20-21
1775999,"najgb,ydfrc",F100-2208,19-20
9595980,"eehuv,byyip",F100-2208,19-20
0903288,"ueukp,whnpo",F100-2208,19-20
1737073,"cncyk,aiafg",F100-2208,20-21
6456278,"ukrao,tztux",F100-2208,19-20
3880718,"vecie,rnqfo",F100-2208,19-20
8371255,"jrjvl,nyyor",F100-2208,20-21
7242722,"xmdat,qsrgj",F100-2208,20-21
3529423,"coktw,dkdrr",F100-2208,19-20
9777501,"gmhzd,eqnwi",F100-2208,20-21
5542361,"yhgki,tzcbb",F100-2208,20-21
4815097,"vsqkb,nferj",F100-2208,19-20
7335372,"gpjjl,qnopv",F100-2208,20-21
3850775,"pakiz,ahdhg",F100-2208,20-21
3603982,"dlgrt,iklzv",F100-2208,19-20
1985333,"bjdes,drmqr",F100-2208,19-20
7456275,"ojmfq,rpeoc",F100-2208,19-20
6351672,"uwlgo,ixuys",F100-2208,20-21
9272064,"tsika,togbh",F100-2208,20-21
4298966,"xumsr,fohyz",F100-2208,20-21
6815061,"ygqly,harjl",F100-2208,19-20
9544056,"tjsem,ietjs",F100-2208,20-21
2939179,"bjuxo,cnawx",F100-2208,19-20
0602068,"rcydx,njpkz",F100-2208,19-20
9960790,"cabgm,znkbw",F100-2208,19-20
1747085,"wwfdb,jflyu",F100-2208,20-21
7027119,"ebpiy,bippd",F100-2208,19-20
0221165,"jfaof,ueytk",F100-2208,20-21
0909936,"lwhcn,amhjb",F100-2208,20-21
4695532,"swrun,obcdh",F100-2208,19-20
5689424,"mdcem,azzyf",F100-2208,20-21
3002548,"csrlm,soyht",F100-2208,20-21
7623498,"mnxtb,nrudt",F100-2208,19-20
1781993,"zkmps,prbps",F100-2208,20-21
4469314,"qmtvd,rkwak",F100-2208,20-21
5787647,"sypef,rfrir",F100-2208,19-20
5224298,"nstgs,bdocd",F100-2208,20-21
3798771,"xblil,jzwbz",F100-2208,19-20
